Movie Name,Emotion,Release Date,Genre,IMDb Rating,OTT Platform,Watch Link
The Lion King (57),surprise,1994-06-24,Animation,6.8,Amazon Prime Video,https://www.amazon.com/dp/-3954803
Joker (37),fear,2019-10-04,Psychological,6.6,Hulu,https://www.hulu.com/movie/86213013
Interstellar (16),neutral,2014-11-07,Sci-Fi,6.2,Amazon Prime Video,https://www.amazon.com/dp/70857765
Pulp Fiction (42),disgust,1994-10-14,Crime,6.3,Peacock,https://www.peacocktv.com/watch/28469380
Inception (44),neutral,2010-07-16,Sci-Fi,5.6,Apple TV+,https://tv.apple.com/movie/10307303
Joker (100),fear,2019-10-04,Psychological,8.8,HBO Max,https://www.hbomax.com/feature/-2236776
Schindler's List (52),sad,1993-12-15,Historical,8.3,Netflix,https://www.netflix.com/title/-4303631
The Lion King (73),surprise,1994-06-24,Animation,5.0,Hulu,https://www.hulu.com/movie/-7296281
The Matrix (3),neutral,1999-03-31,Sci-Fi,5.1,Apple TV+,https://tv.apple.com/movie/-2148910
Interstellar (67),neutral,2014-11-07,Sci-Fi,5.1,YouTube Movies,https://www.youtube.com/results?search_query=-7770870
The Dark Knight (81),angry,2008-07-18,Action,8.6,Netflix,https://www.netflix.com/title/88188837
Saving Private Ryan (67),disgust,1998-07-24,War,8.7,HBO Max,https://www.hbomax.com/feature/45279166
Interstellar (16),neutral,2014-11-07,Sci-Fi,7.5,Netflix,https://www.netflix.com/title/70857765
Avengers: Endgame (34),angry,2019-04-26,Action,8.4,Netflix,https://www.netflix.com/title/-5421359
Coco (53),surprise,2017-11-22,Animation,7.6,Amazon Prime Video,https://www.amazon.com/dp/55179037
Pulp Fiction (14),disgust,1994-10-14,Crime,9.0,Peacock,https://www.peacocktv.com/watch/51204503
The Silence of the Lambs (78),fear,1991-02-14,Thriller,8.7,HBO Max,https://www.hbomax.com/feature/55501199
Coco (37),surprise,2017-11-22,Animation,5.5,Amazon Prime Video,https://www.amazon.com/dp/42005219
Interstellar (2),neutral,2014-11-07,Sci-Fi,9.3,HBO Max,https://www.hbomax.com/feature/-6938024
Avengers: Endgame (4),angry,2019-04-26,Action,7.2,Amazon Prime Video,https://www.amazon.com/dp/-6603254
Gladiator (36),angry,2000-05-05,Action,8.9,Disney+,https://www.disneyplus.com/movies/-5403081
Titanic (32),happy,1997-12-19,Romance,8.8,Amazon Prime Video,https://www.amazon.com/dp/-2776304
Interstellar (5),neutral,2014-11-07,Sci-Fi,6.4,HBO Max,https://www.hbomax.com/feature/-7891151
Parasite (75),fear,2019-05-30,Thriller,9.1,Apple TV+,https://tv.apple.com/movie/-6089953
Schindler's List (43),sad,1993-12-15,Historical,6.6,Hulu,https://www.hulu.com/movie/82180709
Pulp Fiction (83),disgust,1994-10-14,Crime,9.1,YouTube Movies,https://www.youtube.com/results?search_query=26999103
The Godfather (24),disgust,1972-03-24,Crime,6.2,YouTube Movies,https://www.youtube.com/results?search_query=20239891
Parasite (9),fear,2019-05-30,Thriller,6.6,Netflix,https://www.netflix.com/title/-4893789
The Godfather (57),disgust,1972-03-24,Crime,6.5,Netflix,https://www.netflix.com/title/74957000
Joker (23),fear,2019-10-04,Psychological,9.0,Hulu,https://www.hulu.com/movie/-8158264
Avengers: Endgame (4),angry,2019-04-26,Action,9.3,Peacock,https://www.peacocktv.com/watch/-6603254
The Lion King (10),surprise,1994-06-24,Animation,6.4,Netflix,https://www.netflix.com/title/35169462
The Shawshank Redemption (100),sad,1994-09-23,Drama,9.1,Hulu,https://www.hulu.com/movie/18549717
Pulp Fiction (52),disgust,1994-10-14,Crime,9.4,Disney+,https://www.disneyplus.com/movies/-1725866
Avengers: Endgame (11),angry,2019-04-26,Action,7.1,YouTube Movies,https://www.youtube.com/results?search_query=-8145885
Interstellar (13),neutral,2014-11-07,Sci-Fi,7.1,Disney+,https://www.disneyplus.com/movies/-4473640
Saving Private Ryan (34),disgust,1998-07-24,War,5.3,HBO Max,https://www.hbomax.com/feature/-1210553
Titanic (26),happy,1997-12-19,Romance,6.0,HBO Max,https://www.hbomax.com/feature/80503565
Parasite (43),fear,2019-05-30,Thriller,6.7,Hulu,https://www.hulu.com/movie/-5985192
Titanic (75),happy,1997-12-19,Romance,7.1,Amazon Prime Video,https://www.amazon.com/dp/38415159
Parasite (71),fear,2019-05-30,Thriller,6.6,Disney+,https://www.disneyplus.com/movies/-8863992
Pulp Fiction (18),disgust,1994-10-14,Crime,6.0,Disney+,https://www.disneyplus.com/movies/80324130
The Matrix (73),neutral,1999-03-31,Sci-Fi,5.5,Amazon Prime Video,https://www.amazon.com/dp/67044135
The Shawshank Redemption (9),sad,1994-09-23,Drama,5.7,Hulu,https://www.hulu.com/movie/-9100465
The Dark Knight (20),angry,2008-07-18,Action,7.9,Peacock,https://www.peacocktv.com/watch/72948602
Parasite (65),fear,2019-05-30,Thriller,5.8,Amazon Prime Video,https://www.amazon.com/dp/81222780
Interstellar (41),neutral,2014-11-07,Sci-Fi,5.8,Disney+,https://www.disneyplus.com/movies/26816004
The Shawshank Redemption (19),sad,1994-09-23,Drama,6.5,Hulu,https://www.hulu.com/movie/-7432952
The Lion King (55),surprise,1994-06-24,Animation,6.1,Apple TV+,https://tv.apple.com/movie/91098126
Inception (27),neutral,2010-07-16,Sci-Fi,8.2,Disney+,https://www.disneyplus.com/movies/-3965454
Saving Private Ryan (3),disgust,1998-07-24,War,9.2,Netflix,https://www.netflix.com/title/68579952
Joker (33),fear,2019-10-04,Psychological,7.5,Disney+,https://www.disneyplus.com/movies/64524903
Inception (78),neutral,2010-07-16,Sci-Fi,8.2,Amazon Prime Video,https://www.amazon.com/dp/36076230
The Lion King (54),surprise,1994-06-24,Animation,6.7,Disney+,https://www.disneyplus.com/movies/89435910
Pulp Fiction (73),disgust,1994-10-14,Crime,5.9,Apple TV+,https://tv.apple.com/movie/83500248
Avengers: Endgame (1),angry,2019-04-26,Action,6.8,Amazon Prime Video,https://www.amazon.com/dp/31435532
The Silence of the Lambs (41),fear,1991-02-14,Thriller,7.1,Netflix,https://www.netflix.com/title/20825172
The Matrix (32),neutral,1999-03-31,Sci-Fi,8.4,YouTube Movies,https://www.youtube.com/results?search_query=81086522
Pulp Fiction (3),disgust,1994-10-14,Crime,5.3,Peacock,https://www.peacocktv.com/watch/35582436
The Godfather (60),disgust,1972-03-24,Crime,8.4,Peacock,https://www.peacocktv.com/watch/-8513847
Inside Out (19),surprise,2015-06-19,Animation,5.6,YouTube Movies,https://www.youtube.com/results?search_query=-6969161
Titanic (63),happy,1997-12-19,Romance,7.0,Netflix,https://www.netflix.com/title/85687248
The Shawshank Redemption (59),sad,1994-09-23,Drama,6.1,Peacock,https://www.peacocktv.com/watch/44237864
Saving Private Ryan (67),disgust,1998-07-24,War,5.9,Netflix,https://www.netflix.com/title/45279166
Joker (90),fear,2019-10-04,Psychological,9.0,Peacock,https://www.peacocktv.com/watch/-5082387
Pulp Fiction (75),disgust,1994-10-14,Crime,7.7,Peacock,https://www.peacocktv.com/watch/29005500
Saving Private Ryan (52),disgust,1998-07-24,War,5.6,Netflix,https://www.netflix.com/title/-1753914
Forrest Gump (22),sad,1994-07-06,Drama,7.7,Amazon Prime Video,https://www.amazon.com/dp/-1992492
Pulp Fiction (43),disgust,1994-10-14,Crime,5.4,Hulu,https://www.hulu.com/movie/22380328
Interstellar (90),neutral,2014-11-07,Sci-Fi,6.5,YouTube Movies,https://www.youtube.com/results?search_query=49433103
Joker (95),fear,2019-10-04,Psychological,7.6,Amazon Prime Video,https://www.amazon.com/dp/68691784
The Grand Budapest Hotel (14),happy,2014-03-28,Comedy,8.5,Disney+,https://www.disneyplus.com/movies/32709417
Interstellar (35),neutral,2014-11-07,Sci-Fi,9.2,Amazon Prime Video,https://www.amazon.com/dp/-8368283
Gladiator (89),angry,2000-05-05,Action,7.4,Apple TV+,https://tv.apple.com/movie/-7343023
Parasite (74),fear,2019-05-30,Thriller,7.6,Amazon Prime Video,https://www.amazon.com/dp/-3446294
Gladiator (21),angry,2000-05-05,Action,7.3,Hulu,https://www.hulu.com/movie/-1235134
Pulp Fiction (81),disgust,1994-10-14,Crime,9.4,Peacock,https://www.peacocktv.com/watch/-2424124
Saving Private Ryan (91),disgust,1998-07-24,War,5.8,Netflix,https://www.netflix.com/title/91973231
Saving Private Ryan (34),disgust,1998-07-24,War,9.5,Amazon Prime Video,https://www.amazon.com/dp/-1210553
Inside Out (85),surprise,2015-06-19,Animation,8.0,Hulu,https://www.hulu.com/movie/-4301225
Gladiator (21),angry,2000-05-05,Action,5.6,Disney+,https://www.disneyplus.com/movies/-1235134
Inside Out (21),surprise,2015-06-19,Animation,5.3,HBO Max,https://www.hbomax.com/feature/41578348
The Matrix (99),neutral,1999-03-31,Sci-Fi,7.8,Amazon Prime Video,https://www.amazon.com/dp/-2486234
The Grand Budapest Hotel (39),happy,2014-03-28,Comedy,6.8,Amazon Prime Video,https://www.amazon.com/dp/-5864984
The Grand Budapest Hotel (23),happy,2014-03-28,Comedy,9.2,Apple TV+,https://tv.apple.com/movie/-5668220
Gladiator (37),angry,2000-05-05,Action,6.6,Apple TV+,https://tv.apple.com/movie/-4388754
Inside Out (80),surprise,2015-06-19,Animation,6.0,Peacock,https://www.peacocktv.com/watch/57317908
Gladiator (99),angry,2000-05-05,Action,9.3,Disney+,https://www.disneyplus.com/movies/13234812
The Matrix (77),neutral,1999-03-31,Sci-Fi,7.0,Hulu,https://www.hulu.com/movie/-6888504
The Godfather (20),disgust,1972-03-24,Crime,9.4,Disney+,https://www.disneyplus.com/movies/67942854
Inside Out (30),surprise,2015-06-19,Animation,8.5,Netflix,https://www.netflix.com/title/35926190
Gladiator (87),angry,2000-05-05,Action,6.7,YouTube Movies,https://www.youtube.com/results?search_query=-8117980
Schindler's List (99),sad,1993-12-15,Historical,8.8,HBO Max,https://www.hbomax.com/feature/-3329479
Coco (78),surprise,2017-11-22,Animation,5.5,HBO Max,https://www.hbomax.com/feature/-4395857
Saving Private Ryan (4),disgust,1998-07-24,War,6.5,Disney+,https://www.disneyplus.com/movies/40579251
Saving Private Ryan (19),disgust,1998-07-24,War,7.5,Amazon Prime Video,https://www.amazon.com/dp/-7593415
Interstellar (92),neutral,2014-11-07,Sci-Fi,8.6,Peacock,https://www.peacocktv.com/watch/-8135214
Joker (56),fear,2019-10-04,Psychological,7.7,Amazon Prime Video,https://www.amazon.com/dp/-8838876
Parasite (7),fear,2019-05-30,Thriller,7.6,Apple TV+,https://tv.apple.com/movie/45249639
Inside Out (59),surprise,2015-06-19,Animation,5.6,Netflix,https://www.netflix.com/title/85466131
Parasite (60),fear,2019-05-30,Thriller,5.6,Disney+,https://www.disneyplus.com/movies/-7033668
Forrest Gump (84),sad,1994-07-06,Drama,9.1,YouTube Movies,https://www.youtube.com/results?search_query=61406529
The Lion King (44),surprise,1994-06-24,Animation,8.6,Peacock,https://www.peacocktv.com/watch/56253125
Avengers: Endgame (87),angry,2019-04-26,Action,5.0,Apple TV+,https://tv.apple.com/movie/-1167518
The Grand Budapest Hotel (45),happy,2014-03-28,Comedy,5.4,Apple TV+,https://tv.apple.com/movie/81222945
Titanic (83),happy,1997-12-19,Romance,7.9,Amazon Prime Video,https://www.amazon.com/dp/-6022574
The Grand Budapest Hotel (28),happy,2014-03-28,Comedy,5.7,HBO Max,https://www.hbomax.com/feature/-7039132
Schindler's List (1),sad,1993-12-15,Historical,8.6,Hulu,https://www.hulu.com/movie/-6498428
Inception (85),neutral,2010-07-16,Sci-Fi,5.6,Amazon Prime Video,https://www.amazon.com/dp/-8803403
Gladiator (93),angry,2000-05-05,Action,7.5,Disney+,https://www.disneyplus.com/movies/28747766
The Matrix (77),neutral,1999-03-31,Sci-Fi,5.5,Netflix,https://www.netflix.com/title/-6888504
Pulp Fiction (37),disgust,1994-10-14,Crime,5.9,YouTube Movies,https://www.youtube.com/results?search_query=59916885
Pulp Fiction (75),disgust,1994-10-14,Crime,6.0,Disney+,https://www.disneyplus.com/movies/29005500
The Dark Knight (80),angry,2008-07-18,Action,8.1,YouTube Movies,https://www.youtube.com/results?search_query=-3117132
The Lion King (77),surprise,1994-06-24,Animation,8.5,Peacock,https://www.peacocktv.com/watch/77073227
Avengers: Endgame (85),angry,2019-04-26,Action,6.0,Peacock,https://www.peacocktv.com/watch/10558498
Forrest Gump (99),sad,1994-07-06,Drama,9.0,Netflix,https://www.netflix.com/title/27150899
Inside Out (54),surprise,2015-06-19,Animation,8.5,Amazon Prime Video,https://www.amazon.com/dp/88840288
Inside Out (74),surprise,2015-06-19,Animation,7.4,HBO Max,https://www.hbomax.com/feature/73447827
The Lion King (71),surprise,1994-06-24,Animation,7.0,Netflix,https://www.netflix.com/title/-3790112
The Shawshank Redemption (7),sad,1994-09-23,Drama,8.4,HBO Max,https://www.hbomax.com/feature/85297356
Titanic (58),happy,1997-12-19,Romance,6.0,YouTube Movies,https://www.youtube.com/results?search_query=-5282884
Avengers: Endgame (51),angry,2019-04-26,Action,5.6,Apple TV+,https://tv.apple.com/movie/44825574
Interstellar (84),neutral,2014-11-07,Sci-Fi,5.8,Hulu,https://www.hulu.com/movie/37036044
Avengers: Endgame (80),angry,2019-04-26,Action,9.2,HBO Max,https://www.hbomax.com/feature/-9717036
Avengers: Endgame (7),angry,2019-04-26,Action,5.8,Netflix,https://www.netflix.com/title/-3030445
The Lion King (78),surprise,1994-06-24,Animation,8.4,Netflix,https://www.netflix.com/title/-4343471
Interstellar (10),neutral,2014-11-07,Sci-Fi,6.9,Peacock,https://www.peacocktv.com/watch/-7809528
The Godfather (94),disgust,1972-03-24,Crime,5.4,HBO Max,https://www.hbomax.com/feature/-9047076
Inception (20),neutral,2010-07-16,Sci-Fi,9.1,Disney+,https://www.disneyplus.com/movies/-7226666
Pulp Fiction (44),disgust,1994-10-14,Crime,6.2,Hulu,https://www.hulu.com/movie/-7696488
Gladiator (69),angry,2000-05-05,Action,6.8,Netflix,https://www.netflix.com/title/-4956007
Coco (66),surprise,2017-11-22,Animation,8.8,Hulu,https://www.hulu.com/movie/-1889013
The Grand Budapest Hotel (62),happy,2014-03-28,Comedy,8.0,Hulu,https://www.hulu.com/movie/-7913551
Inception (4),neutral,2010-07-16,Sci-Fi,5.7,Apple TV+,https://tv.apple.com/movie/-5748493
Pulp Fiction (88),disgust,1994-10-14,Crime,6.7,Disney+,https://www.disneyplus.com/movies/-8979092
Interstellar (29),neutral,2014-11-07,Sci-Fi,8.7,Disney+,https://www.disneyplus.com/movies/-3947737
The Grand Budapest Hotel (50),happy,2014-03-28,Comedy,9.0,Peacock,https://www.peacocktv.com/watch/-8951703
The Silence of the Lambs (92),fear,1991-02-14,Thriller,5.9,Amazon Prime Video,https://www.amazon.com/dp/-8581657
Inside Out (57),surprise,2015-06-19,Animation,8.3,Peacock,https://www.peacocktv.com/watch/14594062
Schindler's List (75),sad,1993-12-15,Historical,9.2,Netflix,https://www.netflix.com/title/-8949407
The Silence of the Lambs (21),fear,1991-02-14,Thriller,9.0,Hulu,https://www.hulu.com/movie/-8939129
The Matrix (11),neutral,1999-03-31,Sci-Fi,7.9,Disney+,https://www.disneyplus.com/movies/-2262933
The Lion King (8),surprise,1994-06-24,Animation,6.7,Hulu,https://www.hulu.com/movie/62897795
Titanic (68),happy,1997-12-19,Romance,9.0,Amazon Prime Video,https://www.amazon.com/dp/-7879409
The Grand Budapest Hotel (90),happy,2014-03-28,Comedy,7.0,YouTube Movies,https://www.youtube.com/results?search_query=-3988197
Gladiator (79),angry,2000-05-05,Action,6.0,Netflix,https://www.netflix.com/title/49017166
Forrest Gump (35),sad,1994-07-06,Drama,9.3,Disney+,https://www.disneyplus.com/movies/55604584
Avengers: Endgame (48),angry,2019-04-26,Action,8.5,Hulu,https://www.hulu.com/movie/36367156
The Shawshank Redemption (85),sad,1994-09-23,Drama,6.8,Apple TV+,https://tv.apple.com/movie/-3244085
Joker (3),fear,2019-10-04,Psychological,9.4,Hulu,https://www.hulu.com/movie/-1304757
The Matrix (47),neutral,1999-03-31,Sci-Fi,9.2,Peacock,https://www.peacocktv.com/watch/83768220
The Dark Knight (34),angry,2008-07-18,Action,5.4,Amazon Prime Video,https://www.amazon.com/dp/-7932840
Forrest Gump (36),sad,1994-07-06,Drama,7.4,Hulu,https://www.hulu.com/movie/21910232
Forrest Gump (33),sad,1994-07-06,Drama,9.2,HBO Max,https://www.hbomax.com/feature/91316139
Forrest Gump (10),sad,1994-07-06,Drama,7.2,Peacock,https://www.peacocktv.com/watch/64997757
Gladiator (88),angry,2000-05-05,Action,7.8,HBO Max,https://www.hbomax.com/feature/-2498041
The Lion King (77),surprise,1994-06-24,Animation,6.6,Disney+,https://www.disneyplus.com/movies/77073227
The Dark Knight (87),angry,2008-07-18,Action,7.8,Peacock,https://www.peacocktv.com/watch/-1209947
The Silence of the Lambs (72),fear,1991-02-14,Thriller,5.2,Apple TV+,https://tv.apple.com/movie/-1029664
Saving Private Ryan (71),disgust,1998-07-24,War,6.2,Apple TV+,https://tv.apple.com/movie/42220744
The Grand Budapest Hotel (30),happy,2014-03-28,Comedy,8.5,Disney+,https://www.disneyplus.com/movies/-8261599
Inside Out (42),surprise,2015-06-19,Animation,7.5,Netflix,https://www.netflix.com/title/37971660
The Dark Knight (70),angry,2008-07-18,Action,9.3,Disney+,https://www.disneyplus.com/movies/19874335
The Godfather (4),disgust,1972-03-24,Crime,9.4,Apple TV+,https://tv.apple.com/movie/19294124
Avengers: Endgame (55),angry,2019-04-26,Action,7.6,Netflix,https://www.netflix.com/title/-5724416
The Dark Knight (9),angry,2008-07-18,Action,6.0,HBO Max,https://www.hbomax.com/feature/52096688
Pulp Fiction (29),disgust,1994-10-14,Crime,6.4,YouTube Movies,https://www.youtube.com/results?search_query=10826520
Parasite (70),fear,2019-05-30,Thriller,7.0,Amazon Prime Video,https://www.amazon.com/dp/51894647
Inside Out (84),surprise,2015-06-19,Animation,5.8,Apple TV+,https://tv.apple.com/movie/62486177
The Godfather (70),disgust,1972-03-24,Crime,9.2,Amazon Prime Video,https://www.amazon.com/dp/81446861
Titanic (55),happy,1997-12-19,Romance,5.9,Netflix,https://www.netflix.com/title/-5036459
The Grand Budapest Hotel (18),happy,2014-03-28,Comedy,6.1,HBO Max,https://www.hbomax.com/feature/54972459
The Silence of the Lambs (34),fear,1991-02-14,Thriller,8.4,Amazon Prime Video,https://www.amazon.com/dp/-4470020
Interstellar (95),neutral,2014-11-07,Sci-Fi,6.2,YouTube Movies,https://www.youtube.com/results?search_query=-4044733
The Grand Budapest Hotel (7),happy,2014-03-28,Comedy,6.3,Amazon Prime Video,https://www.amazon.com/dp/-5977167
Coco (40),surprise,2017-11-22,Animation,9.3,Hulu,https://www.hulu.com/movie/-3340387
The Godfather (3),disgust,1972-03-24,Crime,8.1,Peacock,https://www.peacocktv.com/watch/-6484780
Inside Out (88),surprise,2015-06-19,Animation,6.3,YouTube Movies,https://www.youtube.com/results?search_query=11786451
Schindler's List (17),sad,1993-12-15,Historical,5.3,HBO Max,https://www.hbomax.com/feature/79348388
Inside Out (41),surprise,2015-06-19,Animation,7.1,Hulu,https://www.hulu.com/movie/-5785530
The Dark Knight (30),angry,2008-07-18,Action,5.3,Disney+,https://www.disneyplus.com/movies/-8476717
The Grand Budapest Hotel (93),happy,2014-03-28,Comedy,6.2,Apple TV+,https://tv.apple.com/movie/35482586
Schindler's List (95),sad,1993-12-15,Historical,8.7,Amazon Prime Video,https://www.amazon.com/dp/-8508440
Joker (75),fear,2019-10-04,Psychological,5.1,YouTube Movies,https://www.youtube.com/results?search_query=52053558
The Godfather (88),disgust,1972-03-24,Crime,7.1,Disney+,https://www.disneyplus.com/movies/74121196
The Godfather (52),disgust,1972-03-24,Crime,5.7,Apple TV+,https://tv.apple.com/movie/-5831712
Interstellar (79),neutral,2014-11-07,Sci-Fi,7.7,YouTube Movies,https://www.youtube.com/results?search_query=-7603278
Gladiator (64),angry,2000-05-05,Action,6.5,YouTube Movies,https://www.youtube.com/results?search_query=30656955
Forrest Gump (29),sad,1994-07-06,Drama,5.5,HBO Max,https://www.hbomax.com/feature/12379402
The Grand Budapest Hotel (29),happy,2014-03-28,Comedy,7.1,Netflix,https://www.netflix.com/title/28043006
The Silence of the Lambs (92),fear,1991-02-14,Thriller,9.0,Amazon Prime Video,https://www.amazon.com/dp/-8581657
Saving Private Ryan (16),disgust,1998-07-24,War,7.0,Hulu,https://www.hulu.com/movie/-5585682
Coco (62),surprise,2017-11-22,Animation,7.6,Amazon Prime Video,https://www.amazon.com/dp/-3239911
Interstellar (54),neutral,2014-11-07,Sci-Fi,7.8,Amazon Prime Video,https://www.amazon.com/dp/27819464
Gladiator (69),angry,2000-05-05,Action,7.5,Peacock,https://www.peacocktv.com/watch/-4956007
The Godfather (16),disgust,1972-03-24,Crime,8.2,HBO Max,https://www.hbomax.com/feature/-3105663
Inside Out (75),surprise,2015-06-19,Animation,6.1,YouTube Movies,https://www.youtube.com/results?search_query=39102101
Coco (74),surprise,2017-11-22,Animation,5.9,Peacock,https://www.peacocktv.com/watch/60651333
The Lion King (68),surprise,1994-06-24,Animation,7.4,YouTube Movies,https://www.youtube.com/results?search_query=-4650851
The Lion King (54),surprise,1994-06-24,Animation,8.4,Netflix,https://www.netflix.com/title/89435910
Inside Out (89),surprise,2015-06-19,Animation,5.0,Peacock,https://www.peacocktv.com/watch/-8624714
The Shawshank Redemption (84),sad,1994-09-23,Drama,7.4,HBO Max,https://www.hbomax.com/feature/-3894162
Inception (94),neutral,2010-07-16,Sci-Fi,5.1,YouTube Movies,https://www.youtube.com/results?search_query=-9555591
Joker (84),fear,2019-10-04,Psychological,8.1,HBO Max,https://www.hbomax.com/feature/52156666
The Silence of the Lambs (14),fear,1991-02-14,Thriller,7.6,HBO Max,https://www.hbomax.com/feature/-9071162
The Grand Budapest Hotel (15),happy,2014-03-28,Comedy,9.3,Peacock,https://www.peacocktv.com/watch/-6397599
Gladiator (72),angry,2000-05-05,Action,5.8,HBO Max,https://www.hbomax.com/feature/12394364
Titanic (22),happy,1997-12-19,Romance,8.3,HBO Max,https://www.hbomax.com/feature/23239224
Inside Out (78),surprise,2015-06-19,Animation,7.4,Disney+,https://www.disneyplus.com/movies/88008485
Gladiator (55),angry,2000-05-05,Action,8.0,Peacock,https://www.peacocktv.com/watch/-7736925
Forrest Gump (57),sad,1994-07-06,Drama,7.3,Disney+,https://www.disneyplus.com/movies/90841383
The Godfather (82),disgust,1972-03-24,Crime,5.7,HBO Max,https://www.hbomax.com/feature/-5255830
Coco (86),surprise,2017-11-22,Animation,5.6,Peacock,https://www.peacocktv.com/watch/40639636
The Lion King (97),surprise,1994-06-24,Animation,5.2,Peacock,https://www.peacocktv.com/watch/-6915534
The Godfather (3),disgust,1972-03-24,Crime,8.0,Amazon Prime Video,https://www.amazon.com/dp/-6484780
The Shawshank Redemption (34),sad,1994-09-23,Drama,9.3,Peacock,https://www.peacocktv.com/watch/27916468
Joker (13),fear,2019-10-04,Psychological,9.5,Disney+,https://www.disneyplus.com/movies/-8487148
Inside Out (74),surprise,2015-06-19,Animation,8.1,Hulu,https://www.hulu.com/movie/73447827
Schindler's List (41),sad,1993-12-15,Historical,6.7,Disney+,https://www.disneyplus.com/movies/34352060
Avengers: Endgame (78),angry,2019-04-26,Action,9.0,Amazon Prime Video,https://www.amazon.com/dp/59273663
Joker (30),fear,2019-10-04,Psychological,5.7,HBO Max,https://www.hbomax.com/feature/66308587
Saving Private Ryan (10),disgust,1998-07-24,War,9.1,Peacock,https://www.peacocktv.com/watch/-1226664
Pulp Fiction (12),disgust,1994-10-14,Crime,6.9,Apple TV+,https://tv.apple.com/movie/79224629
Joker (11),fear,2019-10-04,Psychological,8.0,Apple TV+,https://tv.apple.com/movie/-2130017
Schindler's List (83),sad,1993-12-15,Historical,5.6,YouTube Movies,https://www.youtube.com/results?search_query=63004741
Pulp Fiction (72),disgust,1994-10-14,Crime,7.5,Hulu,https://www.hulu.com/movie/46873632
Coco (87),surprise,2017-11-22,Animation,7.8,Netflix,https://www.netflix.com/title/-1792284
Avengers: Endgame (6),angry,2019-04-26,Action,7.8,Apple TV+,https://tv.apple.com/movie/-4681339
Inside Out (33),surprise,2015-06-19,Animation,9.0,HBO Max,https://www.hbomax.com/feature/40669340
The Lion King (73),surprise,1994-06-24,Animation,7.3,Peacock,https://www.peacocktv.com/watch/-7296281
The Lion King (92),surprise,1994-06-24,Animation,7.8,YouTube Movies,https://www.youtube.com/results?search_query=63912674
Forrest Gump (99),sad,1994-07-06,Drama,9.2,Netflix,https://www.netflix.com/title/27150899
Inside Out (1),surprise,2015-06-19,Animation,5.1,Hulu,https://www.hulu.com/movie/45905015
Inception (95),neutral,2010-07-16,Sci-Fi,7.1,Disney+,https://www.disneyplus.com/movies/-8750181
Joker (23),fear,2019-10-04,Psychological,7.4,Amazon Prime Video,https://www.amazon.com/dp/-8158264
Inception (14),neutral,2010-07-16,Sci-Fi,5.6,Amazon Prime Video,https://www.amazon.com/dp/-5520624
The Silence of the Lambs (17),fear,1991-02-14,Thriller,6.1,Disney+,https://www.disneyplus.com/movies/52646216
Forrest Gump (37),sad,1994-07-06,Drama,9.0,Peacock,https://www.peacocktv.com/watch/-1134931
The Matrix (34),neutral,1999-03-31,Sci-Fi,8.3,Peacock,https://www.peacocktv.com/watch/43793425
Gladiator (24),angry,2000-05-05,Action,5.6,HBO Max,https://www.hbomax.com/feature/31248699
The Silence of the Lambs (68),fear,1991-02-14,Thriller,8.0,Disney+,https://www.disneyplus.com/movies/-1865430
The Lion King (28),surprise,1994-06-24,Animation,5.9,Disney+,https://www.disneyplus.com/movies/-1863430
Interstellar (52),neutral,2014-11-07,Sci-Fi,9.2,Hulu,https://www.hulu.com/movie/35445628
The Silence of the Lambs (29),fear,1991-02-14,Thriller,5.6,HBO Max,https://www.hbomax.com/feature/58804076
Titanic (6),happy,1997-12-19,Romance,6.7,Hulu,https://www.hulu.com/movie/-4355384
The Matrix (92),neutral,1999-03-31,Sci-Fi,9.2,Amazon Prime Video,https://www.amazon.com/dp/67127689
Forrest Gump (65),sad,1994-07-06,Drama,8.9,YouTube Movies,https://www.youtube.com/results?search_query=47735736
The Silence of the Lambs (69),fear,1991-02-14,Thriller,5.5,Disney+,https://www.disneyplus.com/movies/70516806
The Matrix (16),neutral,1999-03-31,Sci-Fi,8.1,Amazon Prime Video,https://www.amazon.com/dp/-5322886
The Matrix (63),neutral,1999-03-31,Sci-Fi,5.1,YouTube Movies,https://www.youtube.com/results?search_query=-3617553
Gladiator (68),angry,2000-05-05,Action,6.6,Netflix,https://www.netflix.com/title/54522674
Joker (17),fear,2019-10-04,Psychological,9.4,Amazon Prime Video,https://www.amazon.com/dp/19155741
Forrest Gump (64),sad,1994-07-06,Drama,8.3,Apple TV+,https://tv.apple.com/movie/26261498
Interstellar (81),neutral,2014-11-07,Sci-Fi,8.6,Netflix,https://www.netflix.com/title/-5421183
Pulp Fiction (11),disgust,1994-10-14,Crime,5.8,HBO Max,https://www.hbomax.com/feature/57748654
Inside Out (27),surprise,2015-06-19,Animation,6.5,Hulu,https://www.hulu.com/movie/-8053097
The Grand Budapest Hotel (44),happy,2014-03-28,Comedy,7.7,Hulu,https://www.hulu.com/movie/61624984
The Matrix (10),neutral,1999-03-31,Sci-Fi,8.3,Amazon Prime Video,https://www.amazon.com/dp/-1851326
Inside Out (4),surprise,2015-06-19,Animation,6.4,Disney+,https://www.disneyplus.com/movies/-4680714
Gladiator (57),angry,2000-05-05,Action,5.2,Hulu,https://www.hulu.com/movie/-4157495
Coco (42),surprise,2017-11-22,Animation,8.2,Disney+,https://www.disneyplus.com/movies/84678087
